ticker,name,ipo_date,s1_date,difference,in_nasdaq
ABGI,ABG Acquisition I,2021-02-17 00:00:00 +0100,2021-02-01 00:00:00 +0100,16.0,TRUE
MACA,Moringa Acquisition,2021-02-17 00:00:00 +0100,2021-02-01 00:00:00 +0100,16.0,FALSE
FSII,FS Development II,2021-02-17 00:00:00 +0100,2021-01-26 00:00:00 +0100,22.0,FALSE
VRPX,Virpax Pharmaceuticals,2021-02-17 00:00:00 +0100,2020-10-09 00:00:00 +0200,131.0,FALSE
FSRX,FinServ Acquisition II,2021-02-18 00:00:00 +0100,2021-02-02 00:00:00 +0100,16.0,FALSE
KAII,Kismet Acquisition Two,2021-02-18 00:00:00 +0100,2021-01-26 00:00:00 +0100,23.0,FALSE
KIII,Kismet Acquisition Three,2021-02-18 00:00:00 +0100,2021-01-26 00:00:00 +0100,23.0,FALSE
FACA,Figure Acquisition I,2021-02-19 00:00:00 +0100,2021-02-03 00:00:00 +0100,16.0,FALSE
CFVI,CF Acquisition VI,2021-02-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,21.0,FALSE
ASPC,Alpha Capital Acquisition,2021-02-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,21.0,FALSE
SPGS,Simon Property Group Acquisition,2021-02-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,21.0,FALSE
TWNI,Tailwind International Acquisition,2021-02-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,21.0,FALSE
BRPM,B. Riley Principal 150 Merger,2021-02-19 00:00:00 +0100,2021-01-08 00:00:00 +0100,42.0,FALSE
ANAC,Arctos NorthStar Acquisition,2021-02-23 00:00:00 +0100,2021-02-05 00:00:00 +0100,18.0,FALSE
VELO,Velocity Acquisition,2021-02-23 00:00:00 +0100,2021-02-05 00:00:00 +0100,18.0,FALSE
SLAM,Slam Corp.,2021-02-23 00:00:00 +0100,2021-02-04 00:00:00 +0100,19.0,FALSE
CMII,CM Life Sciences II,2021-02-23 00:00:00 +0100,2021-02-01 00:00:00 +0100,22.0,FALSE
GSEV,Gores Holdings VII,2021-02-23 00:00:00 +0100,2021-01-20 00:00:00 +0100,34.0,FALSE
FTAA,FTAC Athena Acquisition,2021-02-23 00:00:00 +0100,2021-01-20 00:00:00 +0100,34.0,FALSE
COLI,Colicity,2021-02-24 00:00:00 +0100,2021-02-05 00:00:00 +0100,19.0,FALSE
GLBL,Cartesian Growth,2021-02-24 00:00:00 +0100,2021-02-05 00:00:00 +0100,19.0,FALSE
BOAS,BOA Acquisition,2021-02-24 00:00:00 +0100,2021-02-04 00:00:00 +0100,20.0,FALSE
HIII,Hudson Executive Investment III,2021-02-24 00:00:00 +0100,2021-02-04 00:00:00 +0100,20.0,FALSE
SRNG,Soaring Eagle Acquisition,2021-02-24 00:00:00 +0100,2020-12-23 00:00:00 +0100,63.0,FALSE
EJFA,EJF Acquisition,2021-02-25 00:00:00 +0100,2021-02-09 00:00:00 +0100,16.0,FALSE
FLME,Flame Acquisition,2021-02-25 00:00:00 +0100,2021-02-05 00:00:00 +0100,20.0,FALSE
HUGS,USHG Acquisition,2021-02-25 00:00:00 +0100,2021-02-05 00:00:00 +0100,20.0,FALSE
GIIX,Gores Holdings VIII,2021-02-25 00:00:00 +0100,2021-01-27 00:00:00 +0100,29.0,FALSE
ISLE,Isleworth Healthcare Acquisition,2021-02-25 00:00:00 +0100,2021-01-21 00:00:00 +0100,35.0,FALSE
AUS,Austerlitz Acquisition I,2021-02-26 00:00:00 +0100,2021-02-10 00:00:00 +0100,16.0,FALSE
ASZ,Austerlitz Acquisition II,2021-02-26 00:00:00 +0100,2021-02-10 00:00:00 +0100,16.0,FALSE
FACT,Freedom Acquisition I,2021-02-26 00:00:00 +0100,2021-02-10 00:00:00 +0100,16.0,FALSE
ARYD,ARYA Sciences Acquisition IV,2021-02-26 00:00:00 +0100,2021-02-10 00:00:00 +0100,16.0,FALSE
IBER,Ibere Pharmaceuticals,2021-02-26 00:00:00 +0100,2021-02-09 00:00:00 +0100,17.0,FALSE
SBEA,SilverBox Engaged Merger I,2021-02-26 00:00:00 +0100,2021-02-08 00:00:00 +0100,18.0,FALSE
WARR,Warrior Technologies Acquisition,2021-02-26 00:00:00 +0100,2021-02-05 00:00:00 +0100,21.0,FALSE
MACQ,MCAP Acquisition,2021-02-26 00:00:00 +0100,2021-02-01 00:00:00 +0100,25.0,FALSE
TWLV,Twelve Seas Investment II,2021-02-26 00:00:00 +0100,2021-02-01 00:00:00 +0100,25.0,FALSE
LIII,Leo Holdings III,2021-02-26 00:00:00 +0100,2021-01-21 00:00:00 +0100,36.0,FALSE
KCAC,Kensington Capital Acquisition II,2021-02-26 00:00:00 +0100,2021-01-20 00:00:00 +0100,37.0,FALSE
FSNB,Fusion Acquisition II,2021-02-26 00:00:00 +0100,2021-01-20 00:00:00 +0100,37.0,FALSE
AGAC,African Gold Acquisition,2021-02-26 00:00:00 +0100,2021-01-07 00:00:00 +0100,50.0,TRUE
OHPA,Orion Acquisition,2021-03-02 00:00:00 +0100,2021-02-12 00:00:00 +0100,18.0,FALSE
DHBC,DHB Capital,2021-03-02 00:00:00 +0100,2021-02-12 00:00:00 +0100,18.0,FALSE
HYAC,Haymaker Acquisition III,2021-03-02 00:00:00 +0100,2021-02-12 00:00:00 +0100,18.0,FALSE
FTEV,FinTech Evolution Acquisition,2021-03-02 00:00:00 +0100,2021-02-11 00:00:00 +0100,19.0,FALSE
ARRW,Arrowroot Acquisition,2021-03-02 00:00:00 +0100,2021-02-11 00:00:00 +0100,19.0,FALSE
SNII,Supernova Partners Acquisition II,2021-03-02 00:00:00 +0100,2021-02-10 00:00:00 +0100,20.0,FALSE
DHCA,DHC Acquisition,2021-03-02 00:00:00 +0100,2021-02-09 00:00:00 +0100,21.0,FALSE
NDAC,Nightdragon Acquisition,2021-03-02 00:00:00 +0100,2021-02-09 00:00:00 +0100,21.0,FALSE
ANZU,Anzu Special Acquisition I,2021-03-02 00:00:00 +0100,2021-02-08 00:00:00 +0100,22.0,FALSE
NSTC,Northern Star Investment III,2021-03-02 00:00:00 +0100,2021-02-04 00:00:00 +0100,26.0,FALSE
NSTD,Northern Star Investment IV,2021-03-02 00:00:00 +0100,2021-02-04 00:00:00 +0100,26.0,FALSE
TSPQ,TCW Special Purpose Acquisition,2021-03-02 00:00:00 +0100,2021-02-04 00:00:00 +0100,26.0,FALSE
AMPI,Advanced Merger Partners,2021-03-02 00:00:00 +0100,2021-02-01 00:00:00 +0100,29.0,FALSE
LOKM,Live Oak Mobility Acquisition,2021-03-02 00:00:00 +0100,2021-01-27 00:00:00 +0100,34.0,FALSE
GBRG,Goldenbridge Acquisition,2021-03-02 00:00:00 +0100,2020-09-08 00:00:00 +0200,175.0,FALSE
MACC,Mission Advancement,2021-03-03 00:00:00 +0100,2021-02-09 00:00:00 +0100,22.0,FALSE
OSCR,Oscar Health,2021-03-03 00:00:00 +0100,2021-02-05 00:00:00 +0100,26.0,FALSE
ISOS,Isos Acquisition,2021-03-03 00:00:00 +0100,2021-01-21 00:00:00 +0100,41.0,FALSE
ROCR,Roth CH Acquisition III,2021-03-03 00:00:00 +0100,2021-01-12 00:00:00 +0100,50.0,FALSE
MBAC,M3-Brigade Acquisition II,2021-03-04 00:00:00 +0100,2021-02-16 00:00:00 +0100,16.0,FALSE
RXRA,RXR Acquisition,2021-03-04 00:00:00 +0100,2021-02-12 00:00:00 +0100,20.0,FALSE
KVSA,Khosla Ventures Acquisition,2021-03-04 00:00:00 +0100,2021-02-12 00:00:00 +0100,20.0,FALSE
AURC,Aurora Acquisition,2021-03-04 00:00:00 +0100,2021-02-12 00:00:00 +0100,20.0,FALSE
ACAH,Atlantic Coastal Acquisition,2021-03-04 00:00:00 +0100,2021-02-11 00:00:00 +0100,21.0,TRUE
INNV,Innovage Holding,2021-03-04 00:00:00 +0100,2021-02-08 00:00:00 +0100,24.0,FALSE
PSAG,Property Solutions Acquisition II,2021-03-04 00:00:00 +0100,2021-02-05 00:00:00 +0100,27.0,FALSE
HERA,FTAC Hera Acquisition,2021-03-04 00:00:00 +0100,2021-02-01 00:00:00 +0100,31.0,FALSE
ATAQ,Altimar Acquisition III,2021-03-04 00:00:00 +0100,2021-01-29 00:00:00 +0100,34.0,FALSE
TRCA,Twin Ridge Capital Acquisition,2021-03-04 00:00:00 +0100,2021-01-22 00:00:00 +0100,41.0,FALSE
DMYQ,dMY Technology Group IV,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
WPCA,Warburg Pincus Capital I-A,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
WPCB,Warburg Pincus Capital I-B,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
IPVA,InterPrivate II Acquisition,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
IPVF,InterPrivate III Financial Partners,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
IPVI,InterPrivate IV InfraTech Partners,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
TWNT,Tailwind Two Acquisition,2021-03-05 00:00:00 +0100,2021-02-17 00:00:00 +0100,16.0,FALSE
LHAA,Lerer Hippeau Acquisition,2021-03-05 00:00:00 +0100,2021-02-12 00:00:00 +0100,21.0,FALSE
FRSG,First Reserve Sustainable Growth,2021-03-05 00:00:00 +0100,2021-02-04 00:00:00 +0100,29.0,FALSE
VPCC,VPC Impact Acquisition III,2021-03-05 00:00:00 +0100,2021-01-29 00:00:00 +0100,35.0,FALSE
ATVC,Tribe Capital Growth I,2021-03-05 00:00:00 +0100,2021-01-25 00:00:00 +0100,39.0,FALSE
VPCB,VPC Impact Acquisition II,2021-03-05 00:00:00 +0100,2021-01-21 00:00:00 +0100,43.0,FALSE
ACQR,Independence Holdings,2021-03-09 00:00:00 +0100,2021-02-12 00:00:00 +0100,25.0,TRUE
SVFB,SVF Investment 2,2021-03-09 00:00:00 +0100,2021-02-05 00:00:00 +0100,32.0,FALSE
SVFC,SVF Investment 3,2021-03-09 00:00:00 +0100,2021-02-05 00:00:00 +0100,32.0,FALSE
PDOT,Peridot Acquisition II,2021-03-09 00:00:00 +0100,2021-01-29 00:00:00 +0100,39.0,FALSE
ESM,ESM Acquisition,2021-03-10 00:00:00 +0100,2021-02-22 00:00:00 +0100,16.0,FALSE
FRW,PWP Forward Acquisition I,2021-03-10 00:00:00 +0100,2021-02-22 00:00:00 +0100,16.0,FALSE
FRXB,Forest Road Acquisition II,2021-03-10 00:00:00 +0100,2021-02-18 00:00:00 +0100,20.0,FALSE
SBII,Sandbridge X2,2021-03-10 00:00:00 +0100,2021-02-17 00:00:00 +0100,21.0,FALSE
VAQC,Vector Acquisition II,2021-03-10 00:00:00 +0100,2021-02-16 00:00:00 +0100,22.0,FALSE
CLAA,Colonnade Acquisition II,2021-03-10 00:00:00 +0100,2021-02-12 00:00:00 +0100,26.0,FALSE
DTOC,Digital Transformation Opportunities,2021-03-10 00:00:00 +0100,2021-02-12 00:00:00 +0100,26.0,FALSE
AGGR,Agile Growth,2021-03-10 00:00:00 +0100,2021-02-02 00:00:00 +0100,36.0,TRUE
RBLX,Roblox,2021-03-10 00:00:00 +0100,2020-11-19 00:00:00 +0100,111.0,FALSE
LCAA,L Catterton Asia Acquisition,2021-03-11 00:00:00 +0100,2021-02-22 00:00:00 +0100,17.0,FALSE
PTOC,Pine Technology Acquisition,2021-03-11 00:00:00 +0100,2021-02-19 00:00:00 +0100,20.0,FALSE
FRON,Frontier Acquisition,2021-03-11 00:00:00 +0100,2021-02-18 00:00:00 +0100,21.0,FALSE
ATSP,Archimedes Tech SPAC,2021-03-11 00:00:00 +0100,2021-02-12 00:00:00 +0100,27.0,FALSE
CPNG,Coupang,2021-03-11 00:00:00 +0100,2021-02-12 00:00:00 +0100,27.0,FALSE
GAPA,G&P Acquisition,2021-03-11 00:00:00 +0100,2021-02-12 00:00:00 +0100,27.0,FALSE
SPKB,Silver Spike Acquisition II,2021-03-11 00:00:00 +0100,2021-02-05 00:00:00 +0100,34.0,FALSE
CFFE,CF Acquisition VIII,2021-03-12 00:00:00 +0100,2021-02-19 00:00:00 +0100,21.0,FALSE
RXDX,Prometheus Biosciences,2021-03-12 00:00:00 +0100,2021-02-19 00:00:00 +0100,21.0,FALSE
LBPH,Longboard Pharmaceuticals,2021-03-12 00:00:00 +0100,2021-02-19 00:00:00 +0100,21.0,FALSE
SCAQ,Stratim Cloud Acquisition,2021-03-12 00:00:00 +0100,2021-02-17 00:00:00 +0100,23.0,FALSE
HAYW,Hayward Holdings,2021-03-12 00:00:00 +0100,2021-02-17 00:00:00 +0100,23.0,FALSE
JOAN,JOANN,2021-03-12 00:00:00 +0100,2021-02-16 00:00:00 +0100,24.0,FALSE
FTPA,FTAC Parnassus Acquisition,2021-03-12 00:00:00 +0100,2021-02-08 00:00:00 +0100,32.0,FALSE
GTPB,Gores Technology Partners II,2021-03-12 00:00:00 +0100,2021-02-02 00:00:00 +0100,38.0,FALSE
GTPA,Gores Technology Partners,2021-03-12 00:00:00 +0100,2021-02-02 00:00:00 +0100,38.0,FALSE
ROSS,Ross Acquisition II,2021-03-12 00:00:00 +0100,2021-02-02 00:00:00 +0100,38.0,FALSE
FZT,FAST Acquisition II,2021-03-16 00:00:00 +0100,2021-02-26 00:00:00 +0100,18.0,FALSE
WALD,Waldencast Acquisition,2021-03-16 00:00:00 +0100,2021-02-22 00:00:00 +0100,22.0,FALSE
PLMI,Plum Acquisition I,2021-03-16 00:00:00 +0100,2021-02-19 00:00:00 +0100,25.0,FALSE
FVIV,Fortress Value Acquisition IV,2021-03-16 00:00:00 +0100,2021-02-19 00:00:00 +0100,25.0,FALSE
EBAC,European Biotech Acquisition,2021-03-16 00:00:00 +0100,2021-02-17 00:00:00 +0100,27.0,FALSE
RTPY,Reinvent Technology Partners Y,2021-03-16 00:00:00 +0100,2021-02-12 00:00:00 +0100,32.0,FALSE
BGSX,Build Acquisition,2021-03-17 00:00:00 +0100,2021-02-26 00:00:00 +0100,19.0,FALSE
KSI,Kadem Sustainable Impact,2021-03-17 00:00:00 +0100,2021-02-26 00:00:00 +0100,19.0,FALSE
TETC,Tech & Energy Transition,2021-03-17 00:00:00 +0100,2021-02-24 00:00:00 +0100,21.0,FALSE
GAMC,Golden Arrow Merger,2021-03-17 00:00:00 +0100,2021-02-24 00:00:00 +0100,21.0,FALSE
SNCY,Sun Country Airlines Holdings,2021-03-17 00:00:00 +0100,2021-02-08 00:00:00 +0100,37.0,FALSE
ATHN,Athena Technology Acquisition,2021-03-17 00:00:00 +0100,2021-02-05 00:00:00 +0100,40.0,FALSE
KAHC,KKR Acquisition Holdings I,2021-03-17 00:00:00 +0100,2021-02-04 00:00:00 +0100,41.0,FALSE
RACB,Research Alliance II,2021-03-18 00:00:00 +0100,2021-03-02 00:00:00 +0100,16.0,FALSE
AAQC,Accelerate Acquisition,2021-03-18 00:00:00 +0100,2021-03-02 00:00:00 +0100,16.0,TRUE
REVH,Revolution Healthcare Acquisition,2021-03-18 00:00:00 +0100,2021-03-01 00:00:00 +0100,17.0,FALSE
NAPA,Duckhorn,2021-03-18 00:00:00 +0100,2021-02-23 00:00:00 +0100,23.0,FALSE
GXII,GX Acquisition II,2021-03-18 00:00:00 +0100,2021-02-23 00:00:00 +0100,23.0,FALSE
VEI,Vine Energy,2021-03-18 00:00:00 +0100,2021-02-22 00:00:00 +0100,24.0,FALSE
GANX,Gain Therapeutics,2021-03-18 00:00:00 +0100,2021-02-19 00:00:00 +0100,27.0,FALSE
FMIV,Forum Merger IV,2021-03-18 00:00:00 +0100,2021-02-17 00:00:00 +0100,29.0,FALSE
AMAO,American Acquisition Opportunity,2021-03-18 00:00:00 +0100,2021-02-05 00:00:00 +0100,41.0,FALSE
BYTS,BYTE Acquisition,2021-03-19 00:00:00 +0100,2021-02-26 00:00:00 +0100,21.0,FALSE
TIL,Instil Bio,2021-03-19 00:00:00 +0100,2021-02-26 00:00:00 +0100,21.0,FALSE
FNCH,Finch Therapeutics Group,2021-03-19 00:00:00 +0100,2021-02-26 00:00:00 +0100,21.0,FALSE
AFAQ,AF Acquisition,2021-03-19 00:00:00 +0100,2021-02-25 00:00:00 +0100,22.0,TRUE
GGMC,Glenfarne Merger,2021-03-19 00:00:00 +0100,2021-02-17 00:00:00 +0100,30.0,FALSE
LVRA,Levere Holdings,2021-03-19 00:00:00 +0100,2021-02-12 00:00:00 +0100,35.0,FALSE
LDHA,LDH Growth I,2021-03-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,49.0,FALSE
LGV,Longview Acquisition II,2021-03-19 00:00:00 +0100,2021-01-29 00:00:00 +0100,49.0,FALSE
NGCA,NextGen Acquisition II,2021-03-23 00:00:00 +0100,2021-03-04 00:00:00 +0100,19.0,FALSE
LEGA,Lead Edge Growth Opportunities,2021-03-23 00:00:00 +0100,2021-03-03 00:00:00 +0100,20.0,FALSE
DGNU,Dragoneer Growth Opportunities III,2021-03-23 00:00:00 +0100,2021-03-02 00:00:00 +0100,21.0,FALSE
OPA,Magnum Opus Acquisition,2021-03-23 00:00:00 +0100,2021-03-01 00:00:00 +0100,22.0,FALSE
GGPI,Gores Guggenheim,2021-03-23 00:00:00 +0100,2021-02-22 00:00:00 +0100,29.0,FALSE
STRE,Supernova Partners Acquisition III,2021-03-23 00:00:00 +0100,2021-02-18 00:00:00 +0100,33.0,FALSE
VGII,Virgin Group Acquisition II,2021-03-23 00:00:00 +0100,2021-02-12 00:00:00 +0100,39.0,FALSE
TBSA,TB SA Acquisition,2021-03-23 00:00:00 +0100,2021-02-12 00:00:00 +0100,39.0,FALSE
RKTA,Rocket Internet Growth Opportunities,2021-03-23 00:00:00 +0100,2021-02-09 00:00:00 +0100,42.0,FALSE
GLHA,Glass Houses Acquisition,2021-03-23 00:00:00 +0100,2021-02-09 00:00:00 +0100,42.0,FALSE
ACTD,Arclight Clean Transition II,2021-03-23 00:00:00 +0100,2021-02-04 00:00:00 +0100,47.0,TRUE
MOVE,Movano,2021-03-23 00:00:00 +0100,2021-02-02 00:00:00 +0100,49.0,FALSE
NBST,Newbury Street Acquisition,2021-03-23 00:00:00 +0100,2021-02-01 00:00:00 +0100,50.0,FALSE
DISA,Disruptive Acquisition I,2021-03-24 00:00:00 +0100,2021-03-08 00:00:00 +0100,16.0,FALSE
ACVA,ACV Auctions,2021-03-24 00:00:00 +0100,2021-02-26 00:00:00 +0100,26.0,TRUE
DOCN,DigitalOcean,2021-03-24 00:00:00 +0100,2021-02-25 00:00:00 +0100,27.0,FALSE
NGC,Northern Genesis Acquisition III,2021-03-24 00:00:00 +0100,2021-02-18 00:00:00 +0100,34.0,FALSE
DCRC,Decarbonization Plus Acquisition III,2021-03-24 00:00:00 +0100,2021-02-12 00:00:00 +0100,40.0,FALSE
CRZN,Corazon Capital V838 Monoceros,2021-03-24 00:00:00 +0100,2021-02-12 00:00:00 +0100,40.0,FALSE
KVSB,Khosla Ventures Acquisition II,2021-03-24 00:00:00 +0100,2021-02-12 00:00:00 +0100,40.0,FALSE
KVSC,Khosla Ventures Acquisition III,2021-03-24 00:00:00 +0100,2021-02-12 00:00:00 +0100,40.0,FALSE
DSEY,Diversey Holdings,2021-03-25 00:00:00 +0100,2021-03-01 00:00:00 +0100,24.0,FALSE
VZIO,VIZIO Holding,2021-03-25 00:00:00 +0100,2021-03-01 00:00:00 +0100,24.0,FALSE
SEMR,SEMrush Holdings,2021-03-25 00:00:00 +0100,2021-03-01 00:00:00 +0100,24.0,FALSE
MSDA,MSD Acquisition,2021-03-25 00:00:00 +0100,2021-02-19 00:00:00 +0100,34.0,FALSE
CRCT,Cricut,2021-03-25 00:00:00 +0100,2021-02-16 00:00:00 +0100,37.0,FALSE
LCA,Landcadia Holdings IV,2021-03-25 00:00:00 +0100,2021-02-12 00:00:00 +0100,41.0,FALSE
EWTX,Edgewise Therapeutics,2021-03-26 00:00:00 +0100,2021-03-05 00:00:00 +0100,21.0,FALSE
DSGN,Design Therapeutics,2021-03-26 00:00:00 +0100,2021-03-05 00:00:00 +0100,21.0,FALSE
IKNA,Ikena Oncology,2021-03-26 00:00:00 +0100,2021-03-05 00:00:00 +0100,21.0,FALSE
TDUP,ThredUp,2021-03-26 00:00:00 +0100,2021-03-03 00:00:00 +0100,23.0,FALSE
ALHC,Alignment Healthcare,2021-03-26 00:00:00 +0100,2021-03-03 00:00:00 +0100,23.0,TRUE
TWOA,two,2021-03-30 00:00:00 +0200,2021-03-02 00:00:00 +0100,28.0,FALSE
COUR,Coursera,2021-03-31 00:00:00 +0200,2021-03-05 00:00:00 +0100,26.0,FALSE
MBTC,Nocturne Acquisition,2021-03-31 00:00:00 +0200,2021-02-08 00:00:00 +0100,51.0,FALSE
ULCC,Frontier Group Holdings,2021-04-01 00:00:00 +0200,2021-03-08 00:00:00 +0100,24.0,FALSE
COMP,Compass,2021-04-01 00:00:00 +0200,2021-03-01 00:00:00 +0100,31.0,FALSE
ACBA,Ace Global Business Acquisition,2021-04-06 00:00:00 +0200,2021-02-09 00:00:00 +0100,56.0,TRUE
PANA,Panacea Acquisition II,2021-04-07 00:00:00 +0200,2021-03-09 00:00:00 +0100,29.0,FALSE
CMLT,CM Life Sciences III,2021-04-07 00:00:00 +0200,2021-02-25 00:00:00 +0100,41.0,FALSE
MPAC,Model Performance Acquisition,2021-04-08 00:00:00 +0200,2021-03-04 00:00:00 +0100,35.0,FALSE
TIOA,Tio Tech A,2021-04-08 00:00:00 +0200,2021-02-22 00:00:00 +0100,45.0,FALSE
RPHM,Reneo Pharmaceuticals,2021-04-09 00:00:00 +0200,2021-03-19 00:00:00 +0100,21.0,FALSE
TPGS,TPG Pace Solutions,2021-04-09 00:00:00 +0200,2021-03-08 00:00:00 +0100,32.0,FALSE
ADF,Aldel Financial,2021-04-09 00:00:00 +0200,2021-02-16 00:00:00 +0100,52.0,TRUE
GLSPT,Global SPAC Partners,2021-04-09 00:00:00 +0200,2020-10-13 00:00:00 +0200,178.0,FALSE
TCVA,TCV Acquisition,2021-04-14 00:00:00 +0200,2021-03-19 00:00:00 +0100,26.0,FALSE
ALKT,Alkami Technology,2021-04-14 00:00:00 +0200,2021-03-10 00:00:00 +0100,35.0,TRUE
YTPG,TPG Pace Beneficial II,2021-04-14 00:00:00 +0200,2021-03-08 00:00:00 +0100,37.0,FALSE
COIN,Coinbase,2021-04-14 00:00:00 +0200,2021-02-25 00:00:00 +0100,48.0,FALSE
TSP,TuSimple Holdings,2021-04-15 00:00:00 +0200,2021-03-23 00:00:00 +0100,23.0,FALSE
AGL,Agilon Health,2021-04-15 00:00:00 +0200,2021-03-18 00:00:00 +0100,28.0,TRUE
EBET,Esports Technologies,2021-04-15 00:00:00 +0200,2021-03-10 00:00:00 +0100,36.0,FALSE
APP,Applovin,2021-04-15 00:00:00 +0200,2021-03-02 00:00:00 +0100,44.0,FALSE
KRT,Karat Packaging,2021-04-15 00:00:00 +0200,2021-02-18 00:00:00 +0100,56.0,FALSE
BMEA,Biomea Fusion,2021-04-16 00:00:00 +0200,2021-03-26 00:00:00 +0100,21.0,FALSE
AKYA,Akoya Biosciences,2021-04-16 00:00:00 +0200,2021-03-26 00:00:00 +0100,21.0,TRUE
RXRX,Recursion Pharmaceuticals,2021-04-16 00:00:00 +0200,2021-03-22 00:00:00 +0100,25.0,FALSE
PATH,UiPath,2021-04-21 00:00:00 +0200,2021-03-26 00:00:00 +0100,26.0,FALSE
SKYT,SkyWater Technology,2021-04-21 00:00:00 +0200,2021-03-22 00:00:00 +0100,30.0,FALSE
DV,DoubleVerify,2021-04-21 00:00:00 +0200,2021-03-17 00:00:00 +0100,35.0,FALSE
NPCE,NeuroPace,2021-04-22 00:00:00 +0200,2021-03-24 00:00:00 +0100,29.0,FALSE
ZY,Zymergen,2021-04-22 00:00:00 +0200,2021-03-23 00:00:00 +0100,30.0,FALSE
KNBE,KnowBe4,2021-04-22 00:00:00 +0200,2021-03-19 00:00:00 +0100,34.0,FALSE
IMPL,Impel NeuroPharma,2021-04-23 00:00:00 +0200,2021-04-02 00:00:00 +0200,21.0,FALSE
RAIN,Rain Therapeutics,2021-04-23 00:00:00 +0200,2021-04-02 00:00:00 +0200,21.0,FALSE
SWIM,Latham Group,2021-04-23 00:00:00 +0200,2021-03-31 00:00:00 +0200,23.0,FALSE
TMCI,Treace Medical Concepts,2021-04-23 00:00:00 +0200,2021-03-30 00:00:00 +0200,24.0,FALSE
AGTI,Agiliti,2021-04-23 00:00:00 +0200,2021-03-05 00:00:00 +0100,49.0,TRUE
FTCI,FTC Solar,2021-04-28 00:00:00 +0200,2021-03-26 00:00:00 +0100,33.0,FALSE
PRVA,Privia Health Group,2021-04-29 00:00:00 +0200,2021-04-07 00:00:00 +0200,22.0,FALSE
AVAH,Aveanna Healthcare Holdings,2021-04-29 00:00:00 +0200,2021-04-01 00:00:00 +0200,28.0,FALSE
EDR,Endeavor Group Holdings,2021-04-29 00:00:00 +0200,2021-03-31 00:00:00 +0200,29.0,FALSE
TUGC,TradeUP Global,2021-04-29 00:00:00 +0200,2021-03-04 00:00:00 +0100,56.0,FALSE
BSKY,Big Sky Growth Partners,2021-04-29 00:00:00 +0200,2021-02-26 00:00:00 +0100,62.0,FALSE
VACC,Vaccitech,2021-04-30 00:00:00 +0200,2021-04-09 00:00:00 +0200,21.0,FALSE
HOWL,Werewolf Therapeutics,2021-04-30 00:00:00 +0200,2021-04-08 00:00:00 +0200,22.0,FALSE
IACC,ION Acquisition 3,2021-04-30 00:00:00 +0200,2021-04-06 00:00:00 +0200,24.0,FALSE
VLAT,Valor Latitude Acquisition,2021-05-04 00:00:00 +0200,2021-03-11 00:00:00 +0100,54.0,FALSE
ALF,ALFI,2021-05-04 00:00:00 +0200,2021-01-08 00:00:00 +0100,116.0,TRUE
HNST,The Honest Company,2021-05-05 00:00:00 +0200,2021-04-09 00:00:00 +0200,26.0,FALSE
FSBC,Five Star Bancorp,2021-05-05 00:00:00 +0200,2021-04-09 00:00:00 +0200,26.0,FALSE
MAQC,Maquia Capital Acquisition,2021-05-05 00:00:00 +0200,2021-02-16 00:00:00 +0100,78.0,FALSE